,Apprehension Date,Continent,arrests,week_rolling_avg
2659,2026-02-09,North America,707,190.0
2660,2026-02-09,South America,147,210.0
2661,2026-02-10,Africa,21,148.0
2662,2026-02-10,Asia,52,143.0
2663,2026-02-10,Europe,20,143.0
2664,2026-02-10,North America,961,275.0
2665,2026-02-10,South America,173,297.0
2666,2026-02-11,Africa,20,199.0
2667,2026-02-11,Asia,51,185.0
2668,2026-02-11,Europe,15,185.0
2669,2026-02-11,North America,891,304.0
2670,2026-02-11,Oceania,2,302.0
2671,2026-02-11,South America,218,196.0
2672,2026-02-12,Africa,26,175.0
2673,2026-02-12,Asia,79,183.0
2674,2026-02-12,Europe,18,178.0
2675,2026-02-12,North America,944,311.0
2676,2026-02-12,Oceania,1,184.0
2677,2026-02-12,South America,182,210.0
2678,2026-02-13,Africa,24,182.0
2679,2026-02-13,Asia,55,186.0
2680,2026-02-13,Europe,23,178.0
2681,2026-02-13,North America,820,293.0
2682,2026-02-13,Oceania,1,158.0
2683,2026-02-13,South America,155,180.0
2684,2026-02-14,Africa,10,155.0
2685,2026-02-14,Asia,19,155.0
2686,2026-02-14,Europe,10,148.0
2687,2026-02-14,North America,467,212.0
2688,2026-02-14,Oceania,2,95.0
2689,2026-02-14,South America,93,108.0
2690,2026-02-15,Africa,11,87.0
2691,2026-02-15,Asia,16,88.0
2692,2026-02-15,Europe,5,86.0
2693,2026-02-15,North America,395,141.0
2694,2026-02-15,South America,96,88.0
2695,2026-02-16,Africa,10,89.0
2696,2026-02-16,Asia,18,79.0
2697,2026-02-16,Europe,10,79.0
2698,2026-02-16,North America,597,162.0
2699,2026-02-16,South America,128,179.0
2700,2026-02-17,Africa,19,125.0
2701,2026-02-17,Asia,66,121.0
2702,2026-02-17,Europe,11,121.0
2703,2026-02-17,North America,826,237.0
2704,2026-02-17,South America,181,261.0
2705,2026-02-18,Africa,26,180.0
2706,2026-02-18,Asia,44,168.0
2707,2026-02-18,Europe,23,168.0
2708,2026-02-18,North America,912,289.0
2709,2026-02-18,South America,178,313.0
2710,2026-02-19,Africa,18,197.0
2711,2026-02-19,Asia,75,182.0
2712,2026-02-19,Europe,15,181.0
2713,2026-02-19,North America,908,304.0
2714,2026-02-19,Oceania,1,301.0
2715,2026-02-19,South America,212,201.0
2716,2026-02-20,Africa,14,178.0
2717,2026-02-20,Asia,32,180.0
2718,2026-02-20,Europe,12,171.0
2719,2026-02-20,North America,896,296.0
2720,2026-02-20,South America,166,190.0
2721,2026-02-21,Africa,8,191.0
2722,2026-02-21,Asia,24,165.0
2723,2026-02-21,Europe,13,164.0
2724,2026-02-21,North America,553,239.0
2725,2026-02-21,South America,92,250.0
2726,2026-02-22,Africa,8,123.0
2727,2026-02-22,Asia,19,102.0
2728,2026-02-22,Europe,2,102.0
2729,2026-02-22,North America,368,151.0
2730,2026-02-22,Oceania,1,149.0
2731,2026-02-22,South America,57,78.0
2732,2026-02-23,Africa,10,66.0
2733,2026-02-23,Asia,37,71.0
2734,2026-02-23,Europe,9,69.0
2735,2026-02-23,North America,665,164.0
2736,2026-02-23,Oceania,3,112.0
2737,2026-02-23,South America,141,132.0
2738,2026-02-24,Africa,30,128.0
2739,2026-02-24,Asia,42,132.0
2740,2026-02-24,Europe,10,129.0
2741,2026-02-24,North America,916,258.0
2742,2026-02-24,Oceania,3,164.0
2743,2026-02-24,South America,167,187.0
2744,2026-02-25,Africa,18,169.0
2745,2026-02-25,Asia,72,175.0
2746,2026-02-25,Europe,18,172.0
2747,2026-02-25,North America,990,312.0
2748,2026-02-25,Oceania,1,181.0
2749,2026-02-25,South America,216,212.0
2750,2026-02-26,Africa,17,190.0
2751,2026-02-26,Asia,52,195.0
2752,2026-02-26,Europe,10,186.0
2753,2026-02-26,North America,930,317.0
2754,2026-02-26,Oceania,1,175.0
2755,2026-02-26,South America,186,202.0
2756,2026-02-27,Africa,11,172.0
2757,2026-02-27,Asia,55,178.0
2758,2026-02-27,Europe,9,172.0
2759,2026-02-27,North America,811,286.0
2760,2026-02-27,South America,168,177.0
2761,2026-02-28,Africa,3,178.0
2762,2026-02-28,Asia,24,154.0
2763,2026-02-28,Europe,8,154.0
2764,2026-02-28,North America,517,220.0
2765,2026-02-28,South America,94,232.0
2766,2026-03-01,Africa,9,118.0
2767,2026-03-01,Asia,16,96.0
2768,2026-03-01,Europe,7,96.0
2769,2026-03-01,North America,426,154.0
2770,2026-03-01,South America,81,164.0
2771,2026-03-02,Africa,10,92.0
2772,2026-03-02,Asia,47,85.0
2773,2026-03-02,Europe,21,87.0
2774,2026-03-02,North America,713,186.0
2775,2026-03-02,Oceania,1,186.0
2776,2026-03-02,South America,182,151.0
2777,2026-03-03,Africa,19,142.0
2778,2026-03-03,Asia,51,148.0
2779,2026-03-03,Europe,22,144.0
2780,2026-03-03,North America,872,266.0
2781,2026-03-03,Oceania,1,164.0
2782,2026-03-03,South America,212,194.0
2783,2026-03-04,Africa,16,170.0
2784,2026-03-04,Asia,61,176.0
2785,2026-03-04,Europe,20,172.0
2786,2026-03-04,North America,940,303.0
2787,2026-03-04,South America,162,202.0
2788,2026-03-05,Africa,19,204.0
2789,2026-03-05,Asia,59,182.0
2790,2026-03-05,Europe,18,183.0
2791,2026-03-05,North America,799,288.0
2792,2026-03-05,Oceania,3,286.0
2793,2026-03-05,South America,173,176.0
2794,2026-03-06,Africa,12,155.0
2795,2026-03-06,Asia,41,158.0
2796,2026-03-06,Europe,14,151.0
2797,2026-03-06,North America,782,261.0
2798,2026-03-06,South America,154,168.0
2799,2026-03-07,Africa,5,169.0
2800,2026-03-07,Asia,13,146.0
2801,2026-03-07,Europe,2,144.0
2802,2026-03-07,North America,489,208.0
2803,2026-03-07,Oceania,1,207.0
2804,2026-03-07,South America,85,107.0
2805,2026-03-08,Africa,6,86.0
2806,2026-03-08,Asia,22,88.0
2807,2026-03-08,Europe,5,87.0
2808,2026-03-08,North America,364,139.0
2809,2026-03-08,Oceania,1,69.0
2810,2026-03-08,South America,48,76.0
2811,2026-03-09,Africa,16,66.0
2812,2026-03-09,Asia,28,69.0
2813,2026-03-09,Europe,5,67.0
2814,2026-03-09,North America,697,166.0
2815,2026-03-09,South America,151,135.0
2816,2026-03-10,Africa,19,138.0
2817,2026-03-10,Asia,60,139.0
2818,2026-03-10,Europe,8,138.0
2819,2026-03-10,North America,800,249.0
2820,2026-03-10,South America,161,271.0
2821,2026-09-17,South America,1,171.0
