apprehension_date,apprehension_state,apprehension_aor,location
2025-07-01,NORTHERN MARIANA ISLANDS,San Francisco Area of Responsibility,San Francisco
2025-07-01,NEW YORK,Buffalo Area of Responsibility,Buffalo
2025-07-01,TEXAS,San Antonio Area of Responsibility,San Antonio
2025-07-01,TEXAS,El Paso Area of Responsibility,El Paso
2025-07-01,MARYLAND,Baltimore Area of Responsibility,Baltimore
2025-07-01,OHIO,Detroit Area of Responsibility,Detroit
2025-07-01,TEXAS,San Antonio Area of Responsibility,San Antonio
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,FLORIDA,Miami Area of Responsibility,Miami
2025-07-01,SOUTH CAROLINA,Atlanta Area of Responsibility,Atlanta
2025-07-01,IOWA,St. Paul Area of Responsibility,St. Paul
2025-07-01,WYOMING,Denver Area of Responsibility,Denver
2025-07-01,TEXAS,San Antonio Area of Responsibility,San Antonio
2025-07-01,PENNSYLVANIA,Philadelphia Area of Responsibility,Philadelphia
2025-07-01,KANSAS,Chicago Area of Responsibility,Chicago
2025-07-01,COLORADO,Denver Area of Responsibility,Denver
2025-07-01,CALIFORNIA,El Paso Area of Responsibility,El Paso
2025-07-01,TEXAS,El Paso Area of Responsibility,El Paso
2025-07-01,FLORIDA,Miami Area of Responsibility,Miami
2025-07-01,,Salt Lake City Area of Responsibility,Salt Lake City
2025-07-01,OKLAHOMA,Dallas Area of Responsibility,Dallas
2025-07-01,OKLAHOMA,Dallas Area of Responsibility,Dallas
2025-07-01,ARIZONA,Phoenix Area of Responsibility,Phoenix
2025-07-01,NEW YORK,Buffalo Area of Responsibility,Buffalo
2025-07-01,HAWAII,San Francisco Area of Responsibility,San Francisco
2025-07-01,VIRGINIA,Washington Area of Responsibility,Washington
2025-07-01,ILLINOIS,Chicago Area of Responsibility,Chicago
2025-07-01,OKLAHOMA,Dallas Area of Responsibility,Dallas
2025-07-01,FLORIDA,Miami Area of Responsibility,Miami
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,ALABAMA,New Orleans Area of Responsibility,New Orleans
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,TEXAS,Houston Area of Responsibility,Houston
2025-07-01,INDIANA,Chicago Area of Responsibility,Chicago
2025-07-01,PENNSYLVANIA,Philadelphia Area of Responsibility,Philadelphia
2025-07-01,NEW YORK,Buffalo Area of Responsibility,Buffalo
2025-07-01,FLORIDA,Miami Area of Responsibility,Miami
2025-07-01,MISSISSIPPI,New Orleans Area of Responsibility,New Orleans
2025-07-01,MARYLAND,Baltimore Area of Responsibility,Baltimore
2025-07-01,IOWA,St. Paul Area of Responsibility,St. Paul
2025-07-01,IOWA,St. Paul Area of Responsibility,St. Paul
2025-07-01,TEXAS,San Antonio Area of Responsibility,San Antonio
2025-07-01,TENNESSEE,New Orleans Area of Responsibility,New Orleans
2025-07-01,TEXAS,Dallas Area of Responsibility,Dallas
2025-07-01,FLORIDA,Miami Area of Responsibility,Miami
2025-07-01,COLORADO,Denver Area of Responsibility,Denver
2025-07-01,IOWA,St. Paul Area of Responsibility,St. Paul
2025-07-01,VIRGINIA,Washington Area of Responsibility,Washington
2025-07-01,OHIO,Detroit Area of Responsibility,Detroit
2025-07-01,KANSAS,Chicago Area of Responsibility,Chicago
2025-07-01,NEW YORK,Buffalo Area of Responsibility,Buffalo
2025-07-01,PENNSYLVANIA,Philadelphia Area of Responsibility,Philadelphia
2025-07-01,OREGON,Seattle Area of Responsibility,Seattle
2025-07-01,,New York City Area of Responsibility,New York City
2025-07-01,IOWA,St. Paul Area of Responsibility,St. Paul
2025-07-01,MARYLAND,Baltimore Area of Responsibility,Baltimore
2025-07-01,VIRGINIA,Washington Area of Responsibility,Washington
2025-07-01,TEXAS,Dallas Area of Responsibility,Dallas
2025-07-01,NEW JERSEY,Newark Area of Responsibility,Newark
2025-07-01,CALIFORNIA,San Francisco Area of Responsibility,San Francisco
2025-07-01,MISSOURI,Chicago Area of Responsibility,Chicago
2025-07-01,ARIZONA,Phoenix Area of Responsibility,Phoenix
2025-07-01,TEXAS,Dallas Area of Responsibility,Dallas
2025-07-01,TEXAS,Houston Area of Responsibility,Houston
2025-07-01,TEXAS,El Paso Area of Responsibility,El Paso
2025-07-01,WISCONSIN,Chicago Area of Responsibility,Chicago
2025-07-01,PENNSYLVANIA,Philadelphia Area of Responsibility,Philadelphia
2025-07-01,TEXAS,Harlingen Area of Responsibility,Harlingen
2025-07-01,MARYLAND,Baltimore Area of Responsibility,Baltimore
2025-07-01,TEXAS,Harlingen Area of Responsibility,Harlingen
2025-07-01,LOUISIANA,New Orleans Area of Responsibility,New Orleans
2025-07-01,OKLAHOMA,Dallas Area of Responsibility,Dallas
2025-07-01,TEXAS,San Antonio Area of Responsibility,San Antonio
2025-07-01,ILLINOIS,Chicago Area of Responsibility,Chicago
2025-07-01,CALIFORNIA,San Diego Area of Responsibility,San Diego
2025-07-01,MAINE,Boston Area of Responsibility,Boston
2025-07-01,MISSISSIPPI,New Orleans Area of Responsibility,New Orleans
2025-07-01,ARIZONA,Phoenix Area of Responsibility,Phoenix
2025-07-01,TEXAS,San Antonio Area of Responsibility,San Antonio
2025-07-01,IOWA,St. Paul Area of Responsibility,St. Paul
2025-07-01,RHODE ISLAND,Boston Area of Responsibility,Boston
2025-07-01,TEXAS,San Antonio Area of Responsibility,San Antonio
2025-07-01,TEXAS,Houston Area of Responsibility,Houston
2025-07-01,TEXAS,San Antonio Area of Responsibility,San Antonio
2025-07-01,TEXAS,Harlingen Area of Responsibility,Harlingen
2025-07-01,ARKANSAS,New Orleans Area of Responsibility,New Orleans
2025-07-01,PENNSYLVANIA,Philadelphia Area of Responsibility,Philadelphia
2025-07-01,TEXAS,El Paso Area of Responsibility,El Paso
2025-07-01,NEVADA,Salt Lake City Area of Responsibility,Salt Lake City
2025-07-01,WASHINGTON,Seattle Area of Responsibility,Seattle
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,MINNESOTA,St. Paul Area of Responsibility,St. Paul
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,GEORGIA,Atlanta Area of Responsibility,Atlanta
2025-07-01,IOWA,St. Paul Area of Responsibility,St. Paul
2025-07-01,TENNESSEE,New Orleans Area of Responsibility,New Orleans
2025-07-01,ALABAMA,New Orleans Area of Responsibility,New Orleans
2025-07-01,OKLAHOMA,Dallas Area of Responsibility,Dallas
2025-07-01,PENNSYLVANIA,Philadelphia Area of Responsibility,Philadelphia
2025-07-01,OHIO,Detroit Area of Responsibility,Detroit
2025-07-01,VIRGINIA,Washington Area of Responsibility,Washington
2025-07-01,CALIFORNIA,San Francisco Area of Responsibility,San Francisco
2025-07-01,INDIANA,Chicago Area of Responsibility,Chicago
2025-07-01,SOUTH CAROLINA,Atlanta Area of Responsibility,Atlanta
2025-07-01,TEXAS,Harlingen Area of Responsibility,Harlingen
2025-07-01,TEXAS,Houston Area of Responsibility,Houston
2025-07-01,TEXAS,Houston Area of Responsibility,Houston
2025-07-01,COLORADO,Denver Area of Responsibility,Denver
2025-07-01,OHIO,Detroit Area of Responsibility,Detroit
2025-07-01,CALIFORNIA,San Francisco Area of Responsibility,San Francisco
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,TENNESSEE,New Orleans Area of Responsibility,New Orleans
2025-07-01,MICHIGAN,Detroit Area of Responsibility,Detroit
2025-07-01,TEXAS,Dallas Area of Responsibility,Dallas
2025-07-01,NEBRASKA,St. Paul Area of Responsibility,St. Paul
2025-07-01,GEORGIA,Atlanta Area of Responsibility,Atlanta
2025-07-01,SOUTH CAROLINA,Atlanta Area of Responsibility,Atlanta
2025-07-01,TEXAS,Harlingen Area of Responsibility,Harlingen
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,TENNESSEE,New Orleans Area of Responsibility,New Orleans
2025-07-01,MARYLAND,Baltimore Area of Responsibility,Baltimore
2025-07-01,FLORIDA,Miami Area of Responsibility,Miami
2025-07-01,ARMED FORCES - THE AMERICAS,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,MISSISSIPPI,New Orleans Area of Responsibility,New Orleans
2025-07-01,TEXAS,San Antonio Area of Responsibility,San Antonio
2025-07-01,NEW JERSEY,Newark Area of Responsibility,Newark
2025-07-01,ARKANSAS,New Orleans Area of Responsibility,New Orleans
2025-07-01,ALABAMA,New Orleans Area of Responsibility,New Orleans
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,FLORIDA,Miami Area of Responsibility,Miami
2025-07-01,PENNSYLVANIA,Philadelphia Area of Responsibility,Philadelphia
2025-07-01,OHIO,Detroit Area of Responsibility,Detroit
2025-07-01,TEXAS,San Antonio Area of Responsibility,San Antonio
2025-07-01,TEXAS,Dallas Area of Responsibility,Dallas
2025-07-01,MARYLAND,Baltimore Area of Responsibility,Baltimore
2025-07-01,NEVADA,Salt Lake City Area of Responsibility,Salt Lake City
2025-07-01,NEW YORK,Buffalo Area of Responsibility,Buffalo
2025-07-01,CALIFORNIA,San Diego Area of Responsibility,San Diego
2025-07-01,ALABAMA,New Orleans Area of Responsibility,New Orleans
2025-07-01,NEW YORK,New York City Area of Responsibility,New York City
2025-07-01,TEXAS,Dallas Area of Responsibility,Dallas
2025-07-01,TEXAS,San Antonio Area of Responsibility,San Antonio
2025-07-01,MARYLAND,Baltimore Area of Responsibility,Baltimore
2025-07-01,SOUTH CAROLINA,Atlanta Area of Responsibility,Atlanta
2025-07-01,NEVADA,Salt Lake City Area of Responsibility,Salt Lake City
2025-07-01,VIRGINIA,Washington Area of Responsibility,Washington
2025-07-01,CALIFORNIA,San Francisco Area of Responsibility,San Francisco
2025-07-01,NEW JERSEY,Newark Area of Responsibility,Newark
2025-07-01,VIRGINIA,Washington Area of Responsibility,Washington
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,ALABAMA,New Orleans Area of Responsibility,New Orleans
2025-07-01,FLORIDA,Miami Area of Responsibility,Miami
2025-07-01,COLORADO,Denver Area of Responsibility,Denver
2025-07-01,OHIO,Detroit Area of Responsibility,Detroit
2025-07-01,DELAWARE,Philadelphia Area of Responsibility,Philadelphia
2025-07-01,TEXAS,Dallas Area of Responsibility,Dallas
2025-07-01,MASSACHUSETTS,Boston Area of Responsibility,Boston
2025-07-01,SOUTH CAROLINA,Atlanta Area of Responsibility,Atlanta
2025-07-01,ILLINOIS,Chicago Area of Responsibility,Chicago
2025-07-01,CALIFORNIA,San Diego Area of Responsibility,San Diego
2025-07-01,WISCONSIN,Chicago Area of Responsibility,Chicago
2025-07-01,TEXAS,San Antonio Area of Responsibility,San Antonio
2025-07-01,CALIFORNIA,San Francisco Area of Responsibility,San Francisco
2025-07-01,ARKANSAS,New Orleans Area of Responsibility,New Orleans
2025-07-01,TEXAS,Harlingen Area of Responsibility,Harlingen
2025-07-01,TEXAS,Harlingen Area of Responsibility,Harlingen
2025-07-01,MICHIGAN,Detroit Area of Responsibility,Detroit
2025-07-01,INDIANA,Chicago Area of Responsibility,Chicago
2025-07-01,VIRGINIA,Washington Area of Responsibility,Washington
2025-07-01,OKLAHOMA,Dallas Area of Responsibility,Dallas
2025-07-01,MARYLAND,Baltimore Area of Responsibility,Baltimore
2025-07-01,GEORGIA,Atlanta Area of Responsibility,Atlanta
2025-07-01,ARKANSAS,New Orleans Area of Responsibility,New Orleans
2025-07-01,INDIANA,Chicago Area of Responsibility,Chicago
2025-07-01,COLORADO,Denver Area of Responsibility,Denver
2025-07-01,WYOMING,Denver Area of Responsibility,Denver
2025-07-01,KENTUCKY,Chicago Area of Responsibility,Chicago
2025-07-01,TEXAS,San Antonio Area of Responsibility,San Antonio
2025-07-01,CALIFORNIA,San Francisco Area of Responsibility,San Francisco
2025-07-01,ARKANSAS,New Orleans Area of Responsibility,New Orleans
2025-07-01,MISSOURI,Chicago Area of Responsibility,Chicago
2025-07-01,NEW YORK,Buffalo Area of Responsibility,Buffalo
2025-07-01,TEXAS,Harlingen Area of Responsibility,Harlingen
2025-07-01,TEXAS,Dallas Area of Responsibility,Dallas
2025-07-01,TEXAS,San Antonio Area of Responsibility,San Antonio
2025-07-01,MICHIGAN,Detroit Area of Responsibility,Detroit
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,CALIFORNIA,San Francisco Area of Responsibility,San Francisco
2025-07-01,OREGON,Seattle Area of Responsibility,Seattle
2025-07-01,,Miami Area of Responsibility,Miami
2025-07-01,IOWA,St. Paul Area of Responsibility,St. Paul
2025-07-01,TEXAS,Houston Area of Responsibility,Houston
2025-07-01,SOUTH CAROLINA,Atlanta Area of Responsibility,Atlanta
2025-07-01,MISSISSIPPI,New Orleans Area of Responsibility,New Orleans
2025-07-01,TEXAS,San Antonio Area of Responsibility,San Antonio
2025-07-01,PENNSYLVANIA,Philadelphia Area of Responsibility,Philadelphia
2025-07-01,NEBRASKA,St. Paul Area of Responsibility,St. Paul
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,DELAWARE,Philadelphia Area of Responsibility,Philadelphia
2025-07-01,ALABAMA,New Orleans Area of Responsibility,New Orleans
2025-07-01,OHIO,Detroit Area of Responsibility,Detroit
2025-07-01,TEXAS,El Paso Area of Responsibility,El Paso
2025-07-01,KENTUCKY,Chicago Area of Responsibility,Chicago
2025-07-01,FLORIDA,Miami Area of Responsibility,Miami
2025-07-01,GEORGIA,Atlanta Area of Responsibility,Atlanta
2025-07-01,TEXAS,San Antonio Area of Responsibility,San Antonio
2025-07-01,NEW YORK,New York City Area of Responsibility,New York City
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,PENNSYLVANIA,Philadelphia Area of Responsibility,Philadelphia
2025-07-01,MICHIGAN,Detroit Area of Responsibility,Detroit
2025-07-01,GEORGIA,Atlanta Area of Responsibility,Atlanta
2025-07-01,KANSAS,Chicago Area of Responsibility,Chicago
2025-07-01,TEXAS,Dallas Area of Responsibility,Dallas
2025-07-01,MISSOURI,Chicago Area of Responsibility,Chicago
2025-07-01,GEORGIA,Atlanta Area of Responsibility,Atlanta
2025-07-01,FLORIDA,Miami Area of Responsibility,Miami
2025-07-01,TEXAS,Houston Area of Responsibility,Houston
2025-07-01,MARYLAND,Baltimore Area of Responsibility,Baltimore
2025-07-01,MARYLAND,Baltimore Area of Responsibility,Baltimore
2025-07-01,MASSACHUSETTS,Boston Area of Responsibility,Boston
2025-07-01,WISCONSIN,Chicago Area of Responsibility,Chicago
2025-07-01,TEXAS,Harlingen Area of Responsibility,Harlingen
2025-07-01,GEORGIA,Atlanta Area of Responsibility,Atlanta
2025-07-01,WYOMING,Denver Area of Responsibility,Denver
2025-07-01,TEXAS,Dallas Area of Responsibility,Dallas
2025-07-01,VIRGINIA,Washington Area of Responsibility,Washington
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,TEXAS,Harlingen Area of Responsibility,Harlingen
2025-07-01,CALIFORNIA,El Paso Area of Responsibility,El Paso
2025-07-01,TENNESSEE,New Orleans Area of Responsibility,New Orleans
2025-07-01,FLORIDA,Miami Area of Responsibility,Miami
2025-07-01,OHIO,Detroit Area of Responsibility,Detroit
2025-07-01,TEXAS,Dallas Area of Responsibility,Dallas
2025-07-01,TEXAS,Dallas Area of Responsibility,Dallas
2025-07-01,VIRGINIA,Washington Area of Responsibility,Washington
2025-07-01,TEXAS,San Antonio Area of Responsibility,San Antonio
2025-07-01,GEORGIA,Atlanta Area of Responsibility,Atlanta
2025-07-01,NORTH CAROLINA,Atlanta Area of Responsibility,Atlanta
2025-07-01,ARKANSAS,New Orleans Area of Responsibility,New Orleans
2025-07-01,NEW YORK,Buffalo Area of Responsibility,Buffalo
2025-07-01,INDIANA,Chicago Area of Responsibility,Chicago
2025-07-01,GEORGIA,Atlanta Area of Responsibility,Atlanta
2025-07-01,VIRGINIA,Washington Area of Responsibility,Washington
2025-07-01,GEORGIA,Atlanta Area of Responsibility,Atlanta
2025-07-01,OKLAHOMA,Dallas Area of Responsibility,Dallas
2025-07-01,NORTH CAROLINA,Atlanta Area of Responsibility,Atlanta
2025-07-01,TEXAS,Dallas Area of Responsibility,Dallas
2025-07-01,ALABAMA,New Orleans Area of Responsibility,New Orleans
2025-07-01,IDAHO,Salt Lake City Area of Responsibility,Salt Lake City
2025-07-01,MASSACHUSETTS,Boston Area of Responsibility,Boston
2025-07-01,OKLAHOMA,Dallas Area of Responsibility,Dallas
2025-07-01,FLORIDA,Miami Area of Responsibility,Miami
2025-07-01,ARKANSAS,New Orleans Area of Responsibility,New Orleans
2025-07-01,NEW YORK,New York City Area of Responsibility,New York City
2025-07-01,NEW YORK,New York City Area of Responsibility,New York City
2025-07-01,TEXAS,Harlingen Area of Responsibility,Harlingen
2025-07-01,PUERTO RICO,Miami Area of Responsibility,Miami
2025-07-01,LOUISIANA,New Orleans Area of Responsibility,New Orleans
2025-07-01,FLORIDA,Miami Area of Responsibility,Miami
2025-07-01,TEXAS,Harlingen Area of Responsibility,Harlingen
2025-07-01,TENNESSEE,New Orleans Area of Responsibility,New Orleans
2025-07-01,DELAWARE,Philadelphia Area of Responsibility,Philadelphia
2025-07-01,PUERTO RICO,Miami Area of Responsibility,Miami
2025-07-01,GEORGIA,Atlanta Area of Responsibility,Atlanta
2025-07-01,MICHIGAN,Detroit Area of Responsibility,Detroit
2025-07-01,HAWAII,San Francisco Area of Responsibility,San Francisco
2025-07-01,WASHINGTON,Seattle Area of Responsibility,Seattle
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,KANSAS,Chicago Area of Responsibility,Chicago
2025-07-01,TEXAS,San Antonio Area of Responsibility,San Antonio
2025-07-01,GEORGIA,Atlanta Area of Responsibility,Atlanta
2025-07-01,LOUISIANA,New Orleans Area of Responsibility,New Orleans
2025-07-01,VIRGINIA,Washington Area of Responsibility,Washington
2025-07-01,ARKANSAS,New Orleans Area of Responsibility,New Orleans
2025-07-01,NEW JERSEY,Newark Area of Responsibility,Newark
2025-07-01,MISSOURI,Chicago Area of Responsibility,Chicago
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,GEORGIA,Atlanta Area of Responsibility,Atlanta
2025-07-01,KANSAS,Chicago Area of Responsibility,Chicago
2025-07-01,TEXAS,San Antonio Area of Responsibility,San Antonio
2025-07-01,MARYLAND,Baltimore Area of Responsibility,Baltimore
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,FLORIDA,Miami Area of Responsibility,Miami
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,VIRGINIA,Washington Area of Responsibility,Washington
2025-07-01,ILLINOIS,Chicago Area of Responsibility,Chicago
2025-07-01,TEXAS,San Antonio Area of Responsibility,San Antonio
2025-07-01,CALIFORNIA,San Diego Area of Responsibility,San Diego
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,TEXAS,San Antonio Area of Responsibility,San Antonio
2025-07-01,NORTH CAROLINA,Atlanta Area of Responsibility,Atlanta
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,TEXAS,Houston Area of Responsibility,Houston
2025-07-01,NORTH CAROLINA,Atlanta Area of Responsibility,Atlanta
2025-07-01,CALIFORNIA,El Paso Area of Responsibility,El Paso
2025-07-01,PENNSYLVANIA,Philadelphia Area of Responsibility,Philadelphia
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,TENNESSEE,New Orleans Area of Responsibility,New Orleans
2025-07-01,NEW YORK,Buffalo Area of Responsibility,Buffalo
2025-07-01,TEXAS,San Antonio Area of Responsibility,San Antonio
2025-07-01,DELAWARE,Philadelphia Area of Responsibility,Philadelphia
2025-07-01,TEXAS,San Antonio Area of Responsibility,San Antonio
2025-07-01,LOUISIANA,New Orleans Area of Responsibility,New Orleans
2025-07-01,VIRGINIA,Washington Area of Responsibility,Washington
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,NEW YORK,New York City Area of Responsibility,New York City
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,TEXAS,Houston Area of Responsibility,Houston
2025-07-01,SOUTH CAROLINA,Atlanta Area of Responsibility,Atlanta
2025-07-01,CALIFORNIA,San Francisco Area of Responsibility,San Francisco
2025-07-01,UTAH,Salt Lake City Area of Responsibility,Salt Lake City
2025-07-01,UTAH,Salt Lake City Area of Responsibility,Salt Lake City
2025-07-01,GEORGIA,Atlanta Area of Responsibility,Atlanta
2025-07-01,NEW YORK,New York City Area of Responsibility,New York City
2025-07-01,VIRGINIA,Washington Area of Responsibility,Washington
2025-07-01,TENNESSEE,New Orleans Area of Responsibility,New Orleans
2025-07-01,LOUISIANA,New Orleans Area of Responsibility,New Orleans
2025-07-01,GEORGIA,Atlanta Area of Responsibility,Atlanta
2025-07-01,PENNSYLVANIA,Philadelphia Area of Responsibility,Philadelphia
2025-07-01,TEXAS,Houston Area of Responsibility,Houston
2025-07-01,TEXAS,San Antonio Area of Responsibility,San Antonio
2025-07-01,NEW JERSEY,Newark Area of Responsibility,Newark
2025-07-01,WASHINGTON,Seattle Area of Responsibility,Seattle
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,NEW YORK,New York City Area of Responsibility,New York City
2025-07-01,FLORIDA,Miami Area of Responsibility,Miami
2025-07-01,LOUISIANA,New Orleans Area of Responsibility,New Orleans
2025-07-01,LOUISIANA,New Orleans Area of Responsibility,New Orleans
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,COLORADO,Denver Area of Responsibility,Denver
2025-07-01,NORTH CAROLINA,Atlanta Area of Responsibility,Atlanta
2025-07-01,SOUTH CAROLINA,Atlanta Area of Responsibility,Atlanta
2025-07-01,NEW JERSEY,Newark Area of Responsibility,Newark
2025-07-01,VIRGIN ISLANDS,Miami Area of Responsibility,Miami
2025-07-01,OKLAHOMA,Dallas Area of Responsibility,Dallas
2025-07-01,NEW YORK,New York City Area of Responsibility,New York City
2025-07-01,UTAH,Salt Lake City Area of Responsibility,Salt Lake City
2025-07-01,WASHINGTON,Seattle Area of Responsibility,Seattle
2025-07-01,CONNECTICUT,Boston Area of Responsibility,Boston
2025-07-01,PENNSYLVANIA,Philadelphia Area of Responsibility,Philadelphia
2025-07-01,CALIFORNIA,El Paso Area of Responsibility,El Paso
2025-07-01,MASSACHUSETTS,Boston Area of Responsibility,Boston
2025-07-01,NORTH CAROLINA,Atlanta Area of Responsibility,Atlanta
2025-07-01,TEXAS,Dallas Area of Responsibility,Dallas
2025-07-01,OKLAHOMA,Dallas Area of Responsibility,Dallas
2025-07-01,LOUISIANA,New Orleans Area of Responsibility,New Orleans
2025-07-01,FLORIDA,Miami Area of Responsibility,Miami
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,TEXAS,San Antonio Area of Responsibility,San Antonio
2025-07-01,ARIZONA,Phoenix Area of Responsibility,Phoenix
2025-07-01,LOUISIANA,New Orleans Area of Responsibility,New Orleans
2025-07-01,TEXAS,Dallas Area of Responsibility,Dallas
2025-07-01,ARKANSAS,New Orleans Area of Responsibility,New Orleans
2025-07-01,TEXAS,Houston Area of Responsibility,Houston
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,KENTUCKY,Chicago Area of Responsibility,Chicago
2025-07-01,PENNSYLVANIA,Philadelphia Area of Responsibility,Philadelphia
2025-07-01,TEXAS,San Antonio Area of Responsibility,San Antonio
2025-07-01,SOUTH DAKOTA,St. Paul Area of Responsibility,St. Paul
2025-07-01,CALIFORNIA,Salt Lake City Area of Responsibility,Salt Lake City
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,CALIFORNIA,San Diego Area of Responsibility,San Diego
2025-07-01,MICHIGAN,Detroit Area of Responsibility,Detroit
2025-07-01,SOUTH CAROLINA,Atlanta Area of Responsibility,Atlanta
2025-07-01,MARYLAND,Baltimore Area of Responsibility,Baltimore
2025-07-01,,Atlanta Area of Responsibility,Atlanta
2025-07-01,NEW MEXICO,El Paso Area of Responsibility,El Paso
2025-07-01,,El Paso Area of Responsibility,El Paso
2025-07-01,TEXAS,Dallas Area of Responsibility,Dallas
2025-07-01,TEXAS,San Antonio Area of Responsibility,San Antonio
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,NEW YORK,New York City Area of Responsibility,New York City
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,TEXAS,Dallas Area of Responsibility,Dallas
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,VIRGINIA,Washington Area of Responsibility,Washington
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,FLORIDA,Miami Area of Responsibility,Miami
2025-07-01,CALIFORNIA,San Diego Area of Responsibility,San Diego
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,NEW YORK,New York City Area of Responsibility,New York City
2025-07-01,,Atlanta Area of Responsibility,Atlanta
2025-07-01,OKLAHOMA,Dallas Area of Responsibility,Dallas
2025-07-01,FLORIDA,Miami Area of Responsibility,Miami
2025-07-01,VIRGINIA,Washington Area of Responsibility,Washington
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,TEXAS,Dallas Area of Responsibility,Dallas
2025-07-01,TEXAS,San Antonio Area of Responsibility,San Antonio
2025-07-01,MASSACHUSETTS,Boston Area of Responsibility,Boston
2025-07-01,FLORIDA,Miami Area of Responsibility,Miami
2025-07-01,TEXAS,San Antonio Area of Responsibility,San Antonio
2025-07-01,UTAH,Salt Lake City Area of Responsibility,Salt Lake City
2025-07-01,TEXAS,Dallas Area of Responsibility,Dallas
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,CALIFORNIA,Salt Lake City Area of Responsibility,Salt Lake City
2025-07-01,MASSACHUSETTS,Boston Area of Responsibility,Boston
2025-07-01,CALIFORNIA,San Diego Area of Responsibility,San Diego
2025-07-01,MISSOURI,Chicago Area of Responsibility,Chicago
2025-07-01,TEXAS,Harlingen Area of Responsibility,Harlingen
2025-07-01,FLORIDA,Miami Area of Responsibility,Miami
2025-07-01,,Atlanta Area of Responsibility,Atlanta
2025-07-01,OKLAHOMA,Dallas Area of Responsibility,Dallas
2025-07-01,NEVADA,Salt Lake City Area of Responsibility,Salt Lake City
2025-07-01,FLORIDA,Miami Area of Responsibility,Miami
2025-07-01,GEORGIA,Atlanta Area of Responsibility,Atlanta
2025-07-01,DELAWARE,Philadelphia Area of Responsibility,Philadelphia
2025-07-01,MAINE,Boston Area of Responsibility,Boston
2025-07-01,GEORGIA,Atlanta Area of Responsibility,Atlanta
2025-07-01,IOWA,St. Paul Area of Responsibility,St. Paul
2025-07-01,MARYLAND,Baltimore Area of Responsibility,Baltimore
2025-07-01,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2025-07-01,ALABAMA,New Orleans Area of Responsibility,New Orleans
